0
"(1774335480, 4347.36, 4347.4, 4344.6, 4347.02, 312, 12, 0)"
"(1774335540, 4347.07, 4348.77, 4345.3, 4347.19, 294, 12, 0)"
"(1774335600, 4347.16, 4350.42, 4346.39, 4348.58, 332, 12, 0)"
"(1774335660, 4348.6, 4351.98, 4348.54, 4351.98, 366, 12, 0)"
"(1774335720, 4351.99, 4353.49, 4348.95, 4351.47, 354, 12, 0)"
"(1774335780, 4351.38, 4352.47, 4349.88, 4350.91, 312, 12, 0)"
"(1774335840, 4350.9, 4352.94, 4350.19, 4352.28, 309, 12, 0)"
"(1774335900, 4352.3, 4357.2, 4352.3, 4356.69, 434, 12, 0)"
"(1774335960, 4356.72, 4357.16, 4351.73, 4353.28, 347, 12, 0)"
"(1774336020, 4353.24, 4354.02, 4349.65, 4349.69, 206, 12, 0)"
"(1774336080, 4349.73, 4350.6, 4347.68, 4347.88, 302, 12, 0)"
"(1774336140, 4348.06, 4352.48, 4347.72, 4352.08, 284, 12, 0)"
"(1774336200, 4352.07, 4352.83, 4349.76, 4351.39, 334, 12, 0)"
"(1774336260, 4351.4, 4353.06, 4350., 4350.65, 276, 12, 0)"
"(1774336320, 4350.76, 4352.02, 4347.78, 4349.12, 223, 12, 0)"
"(1774336380, 4349.07, 4350.17, 4347.81, 4350.09, 259, 12, 0)"
"(1774336440, 4350.06, 4351.38, 4349.85, 4350.08, 224, 12, 0)"
"(1774336500, 4350.09, 4350.65, 4346.83, 4346.9, 333, 12, 0)"
"(1774336560, 4346.92, 4348.66, 4344.89, 4345.74, 414, 12, 0)"
"(1774336620, 4345.77, 4345.9, 4341.01, 4341.66, 375, 12, 0)"
"(1774336680, 4341.64, 4342.45, 4340.07, 4340.9, 333, 12, 0)"
"(1774336740, 4340.89, 4340.92, 4330.21, 4330.3, 543, 12, 0)"
"(1774336800, 4330.31, 4333.99, 4326.63, 4332.09, 546, 12, 0)"
"(1774336860, 4332.07, 4335.33, 4332.07, 4335.28, 388, 12, 0)"
"(1774336920, 4335.27, 4335.28, 4331.22, 4332.17, 378, 12, 0)"
"(1774336980, 4332.15, 4334.3, 4330.12, 4330.95, 339, 12, 0)"
"(1774337040, 4330.99, 4334.35, 4330.07, 4332.05, 293, 12, 0)"
"(1774337100, 4331.6, 4334.45, 4331.43, 4332.39, 256, 12, 0)"
"(1774337160, 4332.41, 4334.5, 4331.85, 4332.82, 287, 12, 0)"
"(1774337220, 4332.71, 4334.51, 4331.28, 4333.69, 283, 12, 0)"
"(1774337280, 4333.45, 4341.94, 4333.26, 4338.49, 459, 12, 0)"
"(1774337340, 4338.62, 4340.24, 4336.75, 4339.53, 334, 12, 0)"
"(1774337400, 4339.51, 4344.05, 4337.53, 4342.84, 450, 12, 0)"
"(1774337460, 4342.83, 4342.83, 4335.98, 4337.7, 420, 12, 0)"
"(1774337520, 4338.23, 4339.57, 4337.51, 4338.78, 296, 12, 0)"
"(1774337580, 4338.75, 4342.13, 4338.74, 4340.89, 303, 12, 0)"
